order_id,product_id,add_to_cart_order,reordered,order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
1139,7559,7,0,1139,34221,train,4,5,7,30
1139,13431,8,0,1139,34221,train,4,5,7,30
1139,1376,9,0,1139,34221,train,4,5,7,30
1275,6046,1,1,1275,10125,train,5,0,12,30
1275,48679,2,0,1275,10125,train,5,0,12,30
1275,5450,3,0,1275,10125,train,5,0,12,30
1275,31506,4,0,1275,10125,train,5,0,12,30
1275,18761,5,0,1275,10125,train,5,0,12,30
1851,7131,1,1,1851,30038,train,8,3,10,14
1851,33911,2,1,1851,30038,train,8,3,10,14
1851,40233,3,1,1851,30038,train,8,3,10,14
1865,33129,1,1,1865,7258,train,9,5,12,30
1865,31553,2,0,1865,7258,train,9,5,12,30
1865,29487,3,0,1865,7258,train,9,5,12,30
1865,47734,4,0,1865,7258,train,9,5,12,30
1865,3188,5,0,1865,7258,train,9,5,12,30
1865,12815,6,0,1865,7258,train,9,5,12,30
1865,21938,7,0,1865,7258,train,9,5,12,30
1865,21903,8,0,1865,7258,train,9,5,12,30
1865,16179,9,0,1865,7258,train,9,5,12,30
1865,48745,10,0,1865,7258,train,9,5,12,30
1865,38579,11,0,1865,7258,train,9,5,12,30
1890,432,1,1,1890,2454,train,4,5,6,30
1890,47626,2,1,1890,2454,train,4,5,6,30
1890,13176,3,1,1890,2454,train,4,5,6,30
1890,11182,4,0,1890,2454,train,4,5,6,30
1890,30720,5,0,1890,2454,train,4,5,6,30
1890,26376,6,1,1890,2454,train,4,5,6,30
1890,48679,7,1,1890,2454,train,4,5,6,30
1890,8424,8,0,1890,2454,train,4,5,6,30
1890,28985,9,0,1890,2454,train,4,5,6,30
1890,44632,10,1,1890,2454,train,4,5,6,30
1890,8277,11,0,1890,2454,train,4,5,6,30
1890,38739,12,0,1890,2454,train,4,5,6,30
1890,25659,13,0,1890,2454,train,4,5,6,30
1890,44201,14,0,1890,2454,train,4,5,6,30
1890,30391,15,0,1890,2454,train,4,5,6,30
1994,24759,1,1,1994,7691,train,9,2,10,14
1994,48290,2,1,1994,7691,train,9,2,10,14
1994,12738,3,1,1994,7691,train,9,2,10,14
1994,1263,4,1,1994,7691,train,9,2,10,14
1994,49082,5,0,1994,7691,train,9,2,10,14
1994,41674,6,0,1994,7691,train,9,2,10,14
1994,9708,7,1,1994,7691,train,9,2,10,14
1994,14381,8,1,1994,7691,train,9,2,10,14
1994,48366,9,0,1994,7691,train,9,2,10,14
1994,28515,10,0,1994,7691,train,9,2,10,14
1994,8475,11,0,1994,7691,train,9,2,10,14
1994,49049,12,0,1994,7691,train,9,2,10,14
1994,6890,13,0,1994,7691,train,9,2,10,14
1994,12906,14,0,1994,7691,train,9,2,10,14
1994,18721,15,0,1994,7691,train,9,2,10,14
1994,24123,16,0,1994,7691,train,9,2,10,14
1994,13724,17,0,1994,7691,train,9,2,10,14
2021,9387,1,0,2021,14499,train,23,0,11,5
2021,4461,2,0,2021,14499,train,23,0,11,5
2021,22935,3,1,2021,14499,train,23,0,11,5
2021,8193,4,1,2021,14499,train,23,0,11,5
2021,10504,5,0,2021,14499,train,23,0,11,5
2021,22089,6,1,2021,14499,train,23,0,11,5
2021,23265,7,1,2021,14499,train,23,0,11,5
2021,27841,8,1,2021,14499,train,23,0,11,5
2021,44402,9,1,2021,14499,train,23,0,11,5
2021,34358,10,1,2021,14499,train,23,0,11,5
2021,199,11,1,2021,14499,train,23,0,11,5
2021,5077,12,1,2021,14499,train,23,0,11,5
2021,44292,13,1,2021,14499,train,23,0,11,5
2021,47626,14,1,2021,14499,train,23,0,11,5
2021,5460,15,1,2021,14499,train,23,0,11,5
2021,29382,16,1,2021,14499,train,23,0,11,5
2021,31506,17,1,2021,14499,train,23,0,11,5
2115,35887,1,1,2115,45744,train,10,2,22,23
2115,20995,2,1,2115,45744,train,10,2,22,23
2115,31766,3,1,2115,45744,train,10,2,22,23
2115,44910,4,1,2115,45744,train,10,2,22,23
2191,42265,1,1,2191,21272,train,12,3,17,15
2191,39097,2,1,2191,21272,train,12,3,17,15
2191,37687,3,1,2191,21272,train,12,3,17,15
2191,18465,4,1,2191,21272,train,12,3,17,15
2191,34262,5,1,2191,21272,train,12,3,17,15
2191,40486,6,0,2191,21272,train,12,3,17,15
2191,34423,7,0,2191,21272,train,12,3,17,15
2191,30776,8,0,2191,21272,train,12,3,17,15
2318,459,1,1,2318,34285,train,6,3,14,23
2318,37354,2,1,2318,34285,train,6,3,14,23
2318,46941,3,1,2318,34285,train,6,3,14,23
2318,17678,4,0,2318,34285,train,6,3,14,23
2445,40002,1,0,2445,816,train,5,0,16,30
2445,43643,2,1,2445,816,train,5,0,16,30
2445,9598,3,0,2445,816,train,5,0,16,30
2445,22035,4,0,2445,816,train,5,0,16,30
2445,38739,5,0,2445,816,train,5,0,16,30
2445,13409,6,1,2445,816,train,5,0,16,30
2445,33731,7,0,2445,816,train,5,0,16,30
2445,14399,8,1,2445,816,train,5,0,16,30
2445,6297,9,1,2445,816,train,5,0,16,30
2445,34050,10,1,2445,816,train,5,0,16,30
2445,32734,11,1,2445,816,train,5,0,16,30
2445,21616,12,1,2445,816,train,5,0,16,30
2445,42265,13,1,2445,816,train,5,0,16,30
2445,31040,14,1,2445,816,train,5,0,16,30
2445,39182,15,1,2445,816,train,5,0,16,30
2445,2091,16,1,2445,816,train,5,0,16,30
2445,48057,17,1,2445,816,train,5,0,16,30
2445,36506,18,1,2445,816,train,5,0,16,30
2445,43735,19,0,2445,816,train,5,0,16,30
2445,40604,20,1,2445,816,train,5,0,16,30
2445,6905,21,0,2445,816,train,5,0,16,30
2445,10385,22,1,2445,816,train,5,0,16,30
2445,41874,23,0,2445,816,train,5,0,16,30
2445,34126,24,0,2445,816,train,5,0,16,30
2445,28535,25,0,2445,816,train,5,0,16,30
2445,33792,26,0,2445,816,train,5,0,16,30
2445,14976,27,0,2445,816,train,5,0,16,30
2445,13231,28,0,2445,816,train,5,0,16,30
2445,4920,29,0,2445,816,train,5,0,16,30
2445,38693,30,1,2445,816,train,5,0,16,30
2445,13176,31,1,2445,816,train,5,0,16,30
2445,2081,32,0,2445,816,train,5,0,16,30
2445,39990,33,0,2445,816,train,5,0,16,30
2445,9477,34,0,2445,816,train,5,0,16,30
2445,24964,35,1,2445,816,train,5,0,16,30
2445,24184,36,0,2445,816,train,5,0,16,30
2468,25599,1,0,2468,23856,train,12,2,19,2
2468,13620,2,1,2468,23856,train,12,2,19,2
2468,22071,3,0,2468,23856,train,12,2,19,2
2468,14087,4,0,2468,23856,train,12,2,19,2
2468,36929,5,0,2468,23856,train,12,2,19,2
2468,26373,6,0,2468,23856,train,12,2,19,2
2468,24799,7,0,2468,23856,train,12,2,19,2
2468,25590,8,0,2468,23856,train,12,2,19,2
2737,12481,1,1,2737,9636,train,13,0,19,12
2737,6187,2,1,2737,9636,train,13,0,19,12
2737,49610,3,1,2737,9636,train,13,0,19,12
2820,33439,1,1,2820,22201,train,4,2,19,9
2820,33316,2,0,2820,22201,train,4,2,19,9
2820,35274,3,0,2820,22201,train,4,2,19,9
2820,42959,4,1,2820,22201,train,4,2,19,9
2985,2120,1,1,2985,20433,train,16,0,10,30
2985,4562,2,1,2985,20433,train,16,0,10,30
2985,20378,3,1,2985,20433,train,16,0,10,30
2985,37107,4,0,2985,20433,train,16,0,10,30
2985,26209,5,0,2985,20433,train,16,0,10,30
2985,5876,6,0,2985,20433,train,16,0,10,30
2985,43772,7,1,2985,20433,train,16,0,10,30
2985,26369,8,0,2985,20433,train,16,0,10,30
3103,12899,1,1,3103,8242,train,4,0,15,30
3103,33768,2,0,3103,8242,train,4,0,15,30
3103,32079,3,0,3103,8242,train,4,0,15,30
3103,33000,4,0,3103,8242,train,4,0,15,30
3179,35221,1,1,3179,54174,train,5,6,17,30
3179,39322,2,1,3179,54174,train,5,6,17,30
3179,3634,3,1,3179,54174,train,5,6,17,30
3179,44632,4,1,3179,54174,train,5,6,17,30
3179,14867,5,1,3179,54174,train,5,6,17,30
3179,47990,6,0,3179,54174,train,5,6,17,30
3179,5757,7,0,3179,54174,train,5,6,17,30
3179,34521,8,0,3179,54174,train,5,6,17,30
3209,12565,1,1,3209,19636,train,6,0,13,27
3209,24852,2,1,3209,19636,train,6,0,13,27
3209,45054,3,1,3209,19636,train,6,0,13,27
3209,4920,4,1,3209,19636,train,6,0,13,27
3209,41131,5,1,3209,19636,train,6,0,13,27
3209,25124,6,1,3209,19636,train,6,0,13,27
3209,44799,7,1,3209,19636,train,6,0,13,27
3368,14852,1,1,3368,32789,train,21,5,16,9
3368,37067,2,1,3368,32789,train,21,5,16,9
3368,27845,3,1,3368,32789,train,21,5,16,9
3368,27247,4,1,3368,32789,train,21,5,16,9
3368,9210,5,1,3368,32789,train,21,5,16,9
3368,11136,6,1,3368,32789,train,21,5,16,9
3368,13431,7,1,3368,32789,train,21,5,16,9
3368,9322,8,0,3368,32789,train,21,5,16,9
3368,6343,9,1,3368,32789,train,21,5,16,9
3368,29627,10,1,3368,32789,train,21,5,16,9
3368,44815,11,0,3368,32789,train,21,5,16,9
3368,38303,12,1,3368,32789,train,21,5,16,9
3368,40568,13,0,3368,32789,train,21,5,16,9
3368,47900,14,1,3368,32789,train,21,5,16,9
3368,10904,15,0,3368,32789,train,21,5,16,9
3368,16911,16,0,3368,32789,train,21,5,16,9
3368,37053,17,0,3368,32789,train,21,5,16,9
3368,48679,18,0,3368,32789,train,21,5,16,9
3368,22935,19,1,3368,32789,train,21,5,16,9
3368,34126,20,1,3368,32789,train,21,5,16,9
3484,1640,1,1,3484,51956,train,14,0,15,18
3484,19508,2,1,3484,51956,train,14,0,15,18
3484,13535,3,1,3484,51956,train,14,0,15,18
3484,38383,4,1,3484,51956,train,14,0,15,18
3484,47209,5,1,3484,51956,train,14,0,15,18
3484,37693,6,1,3484,51956,train,14,0,15,18
3484,8277,7,1,3484,51956,train,14,0,15,18
3484,35708,8,1,3484,51956,train,14,0,15,18
3484,21914,9,1,3484,51956,train,14,0,15,18
3484,4376,10,1,3484,51956,train,14,0,15,18
3484,42768,11,1,3484,51956,train,14,0,15,18
3484,45007,12,0,3484,51956,train,14,0,15,18
3484,22935,13,1,3484,51956,train,14,0,15,18
3484,10749,14,0,3484,51956,train,14,0,15,18
3484,48745,15,0,3484,51956,train,14,0,15,18
3484,25659,16,0,3484,51956,train,14,0,15,18
3484,23400,17,0,3484,51956,train,14,0,15,18
3484,44449,18,0,3484,51956,train,14,0,15,18
3484,18200,19,1,3484,51956,train,14,0,15,18
3484,27966,20,1,3484,51956,train,14,0,15,18
3484,27521,21,1,3484,51956,train,14,0,15,18
3484,21137,22,1,3484,51956,train,14,0,15,18
3484,13176,23,1,3484,51956,train,14,0,15,18
3484,3957,24,1,3484,51956,train,14,0,15,18
3527,21137,1,1,3527,21515,train,9,4,22,4
3527,47672,2,0,3527,21515,train,9,4,22,4
3527,35535,3,1,3527,21515,train,9,4,22,4
3527,47209,4,1,3527,21515,train,9,4,22,4
3527,25659,5,0,3527,21515,train,9,4,22,4
3527,3843,6,0,3527,21515,train,9,4,22,4
3527,16748,7,1,3527,21515,train,9,4,22,4
3527,22211,8,1,3527,21515,train,9,4,22,4
3529,17261,1,0,3529,286,train,4,4,9,19
3529,6679,2,1,3529,286,train,4,4,9,19
3563,24382,1,0,3563,6990,train,29,0,10,22
3563,34067,2,1,3563,6990,train,29,0,10,22
3563,4818,3,1,3563,6990,train,29,0,10,22
3563,7123,4,0,3563,6990,train,29,0,10,22
3563,24861,5,0,3563,6990,train,29,0,10,22
3563,24799,6,0,3563,6990,train,29,0,10,22
3563,39332,7,0,3563,6990,train,29,0,10,22
3563,4306,8,0,3563,6990,train,29,0,10,22
3563,21019,9,0,3563,6990,train,29,0,10,22
3649,40199,1,1,3649,4483,train,8,3,7,30
3649,13176,2,1,3649,4483,train,8,3,7,30
3649,7987,3,1,3649,4483,train,8,3,7,30
3733,38889,1,1,3733,605,train,6,1,17,30
3733,32163,2,1,3733,605,train,6,1,17,30
3733,37417,3,1,3733,605,train,6,1,17,30
3733,5194,4,1,3733,605,train,6,1,17,30
3733,13380,5,1,3733,605,train,6,1,17,30
3733,1203,6,1,3733,605,train,6,1,17,30
3733,5077,7,1,3733,605,train,6,1,17,30
3733,19310,8,1,3733,605,train,6,1,17,30
3733,44187,9,1,3733,605,train,6,1,17,30
3733,44361,10,0,3733,605,train,6,1,17,30
3733,12845,11,0,3733,605,train,6,1,17,30
3733,14726,12,1,3733,605,train,6,1,17,30
3733,6193,13,0,3733,605,train,6,1,17,30
3733,47457,14,1,3733,605,train,6,1,17,30
3733,21938,15,0,3733,605,train,6,1,17,30
3733,30950,16,1,3733,605,train,6,1,17,30
3733,41625,17,0,3733,605,train,6,1,17,30
3733,34358,18,0,3733,605,train,6,1,17,30
3733,34321,19,0,3733,605,train,6,1,17,30
3733,29127,20,0,3733,605,train,6,1,17,30
3733,39936,21,0,3733,605,train,6,1,17,30
3733,48969,22,0,3733,605,train,6,1,17,30
3817,38772,1,1,3817,7172,train,23,3,13,7
3817,28934,2,1,3817,7172,train,23,3,13,7
3817,41787,3,1,3817,7172,train,23,3,13,7
3817,43961,4,1,3817,7172,train,23,3,13,7
3817,25890,5,1,3817,7172,train,23,3,13,7
4006,13176,1,1,4006,22622,train,10,4,18,10
4006,6187,2,1,4006,22622,train,10,4,18,10
4006,27156,3,1,4006,22622,train,10,4,18,10
4006,28476,4,1,4006,22622,train,10,4,18,10
4006,42533,5,1,4006,22622,train,10,4,18,10
4006,32018,6,1,4006,22622,train,10,4,18,10
4006,13702,7,1,4006,22622,train,10,4,18,10
4006,4597,8,1,4006,22622,train,10,4,18,10
4006,20512,9,1,4006,22622,train,10,4,18,10
4011,27845,1,1,4011,21721,train,7,0,14,30
4011,31927,2,1,4011,21721,train,7,0,14,30
4011,45007,3,1,4011,21721,train,7,0,14,30
4011,42265,4,0,4011,21721,train,7,0,14,30
4011,16616,5,1,4011,21721,train,7,0,14,30
4011,38453,6,0,4011,21721,train,7,0,14,30
4011,5029,7,1,4011,21721,train,7,0,14,30
4011,45767,8,1,4011,21721,train,7,0,14,30
4011,13113,9,1,4011,21721,train,7,0,14,30
4092,26209,1,0,4092,23057,train,27,6,14,14
4092,6615,2,0,4092,23057,train,27,6,14,14
4092,44570,3,1,4092,23057,train,27,6,14,14
4092,47626,4,1,4092,23057,train,27,6,14,14
4092,17794,5,1,4092,23057,train,27,6,14,14
4092,31553,6,1,4092,23057,train,27,6,14,14
4092,35108,7,1,4092,23057,train,27,6,14,14
4092,42585,8,1,4092,23057,train,27,6,14,14
4092,21903,9,1,4092,23057,train,27,6,14,14
4092,34358,10,1,4092,23057,train,27,6,14,14
4092,45007,11,1,4092,23057,train,27,6,14,14
4092,40706,12,1,4092,23057,train,27,6,14,14
4092,1529,13,1,4092,23057,train,27,6,14,14
4092,42768,14,1,4092,23057,train,27,6,14,14
4092,16185,15,1,4092,23057,train,27,6,14,14
4092,4086,16,1,4092,23057,train,27,6,14,14
4092,10644,17,1,4092,23057,train,27,6,14,14
4111,33572,1,1,4111,33740,train,8,5,20,17
4164,4428,1,1,4164,53847,train,7,1,10,30
4164,49605,2,1,4164,53847,train,7,1,10,30
4164,11703,3,1,4164,53847,train,7,1,10,30
4164,13031,4,1,4164,53847,train,7,1,10,30
4164,14390,5,1,4164,53847,train,7,1,10,30
4164,48395,6,1,4164,53847,train,7,1,10,30
4164,48299,7,0,4164,53847,train,7,1,10,30
4164,31410,8,1,4164,53847,train,7,1,10,30
4164,21050,9,1,4164,53847,train,7,1,10,30
4164,17652,10,1,4164,53847,train,7,1,10,30
4164,43981,11,0,4164,53847,train,7,1,10,30
4164,23579,12,0,4164,53847,train,7,1,10,30
4164,24852,13,1,4164,53847,train,7,1,10,30
4164,47946,14,1,4164,53847,train,7,1,10,30
4164,45656,15,1,4164,53847,train,7,1,10,30
4164,12720,16,1,4164,53847,train,7,1,10,30
4164,29553,17,0,4164,53847,train,7,1,10,30
4164,7736,18,0,4164,53847,train,7,1,10,30
4164,3808,19,0,4164,53847,train,7,1,10,30
4164,41844,20,0,4164,53847,train,7,1,10,30
4164,25569,21,0,4164,53847,train,7,1,10,30
4164,19863,22,0,4164,53847,train,7,1,10,30
4164,45066,23,1,4164,53847,train,7,1,10,30
4164,40216,24,0,4164,53847,train,7,1,10,30
4189,5985,1,1,4189,30091,train,27,3,12,14
4189,38278,2,1,4189,30091,train,27,3,12,14
4217,24561,1,0,4217,26430,train,4,4,10,15
4217,23761,2,1,4217,26430,train,4,4,10,15
4217,760,3,1,4217,26430,train,4,4,10,15
4217,21881,4,1,4217,26430,train,4,4,10,15
4217,24004,5,1,4217,26430,train,4,4,10,15
4234,27344,1,0,4234,40150,train,14,0,7,20
4234,22963,2,0,4234,40150,train,14,0,7,20
4234,12456,3,0,4234,40150,train,14,0,7,20
4234,47156,4,0,4234,40150,train,14,0,7,20
4234,4462,5,0,4234,40150,train,14,0,7,20
4234,35633,6,0,4234,40150,train,14,0,7,20
4234,9203,7,0,4234,40150,train,14,0,7,20
4234,9554,8,1,4234,40150,train,14,0,7,20
4234,35921,9,1,4234,40150,train,14,0,7,20
4234,26283,10,1,4234,40150,train,14,0,7,20
4234,34243,11,1,4234,40150,train,14,0,7,20
4234,18881,12,1,4234,40150,train,14,0,7,20
4234,25230,13,1,4234,40150,train,14,0,7,20
4234,23630,14,1,4234,40150,train,14,0,7,20
4234,40388,15,1,4234,40150,train,14,0,7,20
4234,47209,16,1,4234,40150,train,14,0,7,20
4234,9038,17,1,4234,40150,train,14,0,7,20
4234,2716,18,1,4234,40150,train,14,0,7,20
4234,47029,19,1,4234,40150,train,14,0,7,20
4234,28465,20,1,4234,40150,train,14,0,7,20
4234,21783,21,1,4234,40150,train,14,0,7,20
4234,48110,22,1,4234,40150,train,14,0,7,20
4234,5086,23,0,4234,40150,train,14,0,7,20
4234,47953,24,1,4234,40150,train,14,0,7,20
4234,21553,25,1,4234,40150,train,14,0,7,20
4234,20649,26,1,4234,40150,train,14,0,7,20
4234,29103,27,1,4234,40150,train,14,0,7,20
4234,38547,28,1,4234,40150,train,14,0,7,20
4234,21137,29,1,4234,40150,train,14,0,7,20
4234,24889,30,1,4234,40150,train,14,0,7,20
4234,11123,31,1,4234,40150,train,14,0,7,20
4234,4288,32,0,4234,40150,train,14,0,7,20
4234,47044,33,0,4234,40150,train,14,0,7,20
4234,17807,34,1,4234,40150,train,14,0,7,20
4234,18288,35,1,4234,40150,train,14,0,7,20
4234,22935,36,0,4234,40150,train,14,0,7,20
4234,5876,37,0,4234,40150,train,14,0,7,20
4347,37029,1,0,4347,52304,train,4,3,16,19
4347,16462,2,0,4347,52304,train,4,3,16,19
4347,12732,3,0,4347,52304,train,4,3,16,19
4347,19731,4,1,4347,52304,train,4,3,16,19
4347,13176,5,1,4347,52304,train,4,3,16,19
4347,47209,6,1,4347,52304,train,4,3,16,19
4347,6972,7,0,4347,52304,train,4,3,16,19
4347,18441,8,0,4347,52304,train,4,3,16,19
4347,39040,9,0,4347,52304,train,4,3,16,19
4347,9839,10,0,4347,52304,train,4,3,16,19
4347,6472,11,0,4347,52304,train,4,3,16,19
4347,35336,12,0,4347,52304,train,4,3,16,19
4347,27413,13,0,4347,52304,train,4,3,16,19
4347,16759,14,1,4347,52304,train,4,3,16,19
4347,24154,15,0,4347,52304,train,4,3,16,19
4347,12340,16,0,4347,52304,train,4,3,16,19
4347,46856,17,0,4347,52304,train,4,3,16,19
4347,8106,18,0,4347,52304,train,4,3,16,19
4383,38310,1,1,4383,55706,train,24,1,16,8
4383,25589,2,1,4383,55706,train,24,1,16,8
4383,34128,3,1,4383,55706,train,24,1,16,8
4383,38967,4,1,4383,55706,train,24,1,16,8
4383,21137,5,1,4383,55706,train,24,1,16,8
4495,14766,1,1,4495,27197,train,10,2,12,7
4711,46802,1,1,4711,2156,train,12,0,18,30
4711,38293,2,1,4711,2156,train,12,0,18,30
4711,9689,3,1,4711,2156,train,12,0,18,30
4711,44201,4,1,4711,2156,train,12,0,18,30
4711,48487,5,1,4711,2156,train,12,0,18,30
4711,43352,6,1,4711,2156,train,12,0,18,30
4711,4799,7,1,4711,2156,train,12,0,18,30
4711,36923,8,1,4711,2156,train,12,0,18,30
4711,47804,9,1,4711,2156,train,12,0,18,30
4711,3793,10,0,4711,2156,train,12,0,18,30
4711,7461,11,1,4711,2156,train,12,0,18,30
4711,2537,12,0,4711,2156,train,12,0,18,30
4711,210,13,0,4711,2156,train,12,0,18,30
4711,41463,14,1,4711,2156,train,12,0,18,30
4711,15592,15,1,4711,2156,train,12,0,18,30
